@,dd/mm/yy,hh:min:sec,V1(V),V2(V),V3(V),V12(V),V23(V),V31(V),FRQ1(Hz),FRQ2(Hz),FRQ3(Hz),I1(A),I2(A),I3(A),Isum(A),In(A),ILeak(A),P1(Kw),P2(Kw),P3(Kw),PT(Kw),Q1(Kvar),Q2(Kvar),Q3(Kvar),QT(Kvar),S1(Kva),S2(Kva),S3(Kva),ST(Kva),PF1,PF2,PF3,PFT,Angle1(Degree),Angle2(Degree),Angle3(Degree),%ILoad,%PLoad,EA1 Import (Kwh),EA2 Import (Kwh),EA3 Import(Kwh),EAT Import(Kwh),EA1 Export(Kwh),EA2 Export(Kwh),EA3 Export(Kwh),EAT Export(Kwh),EA1 Net(Kwh),EA2 Net(Kwh),EA3 Net(Kwh),EAT Net(Kwh),ER1 Ind(Kvarh),ER2 Ind(Kvarh),ER3 Ind(Kvarh),ERT Ind(Kvarh),ER1 Cap(Kvarh),ER2 Cap(Kvarh),ER3 Cap(Kvarh),ERT Cap(Kvarh),ER1 Net(Kvarh),ER2 Net(Kvarh),ER3 Net(Kvarh),ERT Net(Kvarh),EVA1 (Kvah),EVA2 (Kvah),EVA3 (Kvah),EVAT (Kvah),EON month(Kwh),EOFF month(Kwh),EHOL month(Kwh),EMonth(Kwh)
@,11/06/18,13:52:00,223.2,223.4,224.1,386.4,387.5,387.8,50.00,50.00,50.00,1.385,1.096,1.333,0.000,0.000,0.000,0.186,0.099,0.132,0.418,0.000,0.000,0.000,0.000,0.310,0.248,0.298,0.857,0.605,-0.391,-0.447,0.488,9.0,7.1,10.3,1.3,0.4,5.104,4.904,5.005,15.013,0.000,0.000,0.000,0.000,5.104,4.904,5.005,15.013,3.454,3.533,3.403,10.390,0.000,0.000,0.000,0.000,3.454,3.533,3.403,10.390,6.404,6.302,6.352,19.058,15.013,0.000,0.000,15.013
@,11/06/18,13:53:00,223.3,223.5,224.2,386.4,387.6,388.1,50.00,50.00,50.01,13.855,13.861,13.690,0.000,0.000,0.000,2.564,2.535,2.552,7.652,1.713,1.762,1.683,5.158,3.092,3.096,3.068,9.256,0.829,0.821,0.830,0.827,31.6,33.7,32.7,13.8,7.7,5.143,4.942,5.044,15.129,0.000,0.000,0.000,0.000,5.143,4.942,5.044,15.129,3.481,3.561,3.430,10.472,0.000,0.000,0.000,0.000,3.481,3.561,3.430,10.472,6.451,6.349,6.399,19.199,15.129,0.000,0.000,15.129
@,11/06/18,13:54:00,223.5,223.7,224.4,386.7,387.9,388.6,50.00,50.00,50.00,13.734,13.762,13.557,0.000,0.000,0.000,2.536,2.507,2.515,7.557,1.709,1.766,1.679,5.154,3.071,3.076,3.043,9.190,0.826,0.815,0.829,0.822,33.8,33.3,31.2,13.7,7.6,5.185,4.984,5.086,15.255,0.000,0.000,0.000,0.000,5.185,4.984,5.086,15.255,3.510,3.590,3.458,10.558,0.000,0.000,0.000,0.000,3.510,3.590,3.458,10.558,6.502,6.401,6.450,19.353,15.255,0.000,0.000,15.255
@,11/06/18,13:55:00,223.5,223.7,224.5,386.9,387.9,388.5,49.99,49.98,49.98,13.785,13.799,13.569,0.000,0.000,0.000,2.548,2.515,2.523,7.586,1.713,1.766,1.675,5.154,3.080,3.084,3.043,9.206,0.829,0.815,0.829,0.824,33.0,33.7,31.3,13.7,7.6,5.227,5.026,5.128,15.381,0.000,0.000,0.000,0.000,5.227,5.026,5.128,15.381,3.538,3.620,3.486,10.644,0.000,0.000,0.000,0.000,3.538,3.620,3.486,10.644,6.554,6.452,6.500,19.506,15.381,0.000,0.000,15.381
@,11/06/18,13:56:00,223.3,223.4,224.3,386.5,387.5,388.2,50.02,50.02,50.02,13.704,13.698,13.498,0.000,0.000,0.000,2.532,2.495,2.507,7.534,1.701,1.754,1.667,5.121,3.064,3.060,3.023,9.146,0.828,0.815,0.830,0.824,32.5,34.8,31.8,13.6,7.5,5.270,5.068,5.170,15.508,0.000,0.000,0.000,0.000,5.270,5.068,5.170,15.508,3.567,3.650,3.515,10.732,0.000,0.000,0.000,0.000,3.567,3.650,3.515,10.732,6.605,6.503,6.551,19.659,15.508,0.000,0.000,15.508
@,11/06/18,13:57:00,224.4,224.3,225.3,388.1,389.3,390.0,50.00,50.00,50.00,13.710,13.649,13.541,0.000,0.000,0.000,2.528,2.491,2.520,7.538,1.734,1.770,1.692,5.196,3.076,3.060,3.047,9.183,0.822,0.813,0.826,0.821,32.9,34.6,33.0,13.6,7.5,5.312,5.110,5.212,15.634,0.000,0.000,0.000,0.000,5.312,5.110,5.212,15.634,3.596,3.679,3.543,10.818,0.000,0.000,0.000,0.000,3.596,3.679,3.543,10.818,6.657,6.555,6.603,19.815,15.634,0.000,0.000,15.634
@,11/06/18,13:58:00,224.4,224.4,225.3,388.2,389.4,390.0,49.96,49.96,49.95,13.547,13.502,13.372,0.000,0.000,0.000,2.482,2.445,2.474,7.401,1.737,1.766,1.692,5.195,3.039,3.026,3.006,9.070,0.816,0.809,0.823,0.816,35.5,34.1,33.1,13.5,7.4,5.354,5.151,5.254,15.759,0.000,0.000,0.000,0.000,5.354,5.151,5.254,15.759,3.626,3.709,3.572,10.907,0.000,0.000,0.000,0.000,3.626,3.709,3.572,10.907,6.707,6.606,6.653,19.966,15.759,0.000,0.000,15.759
@,11/06/18,13:59:00,224.7,224.7,225.5,388.5,389.7,390.6,49.96,49.95,49.95,13.595,13.545,13.424,0.000,0.000,0.000,2.494,2.457,2.494,7.446,1.742,1.770,1.696,5.207,3.055,3.039,3.030,9.124,0.817,0.810,0.821,0.816,35.3,33.9,32.7,13.5,7.4,5.396,5.192,5.296,15.884,0.000,0.000,0.000,0.000,5.396,5.192,5.296,15.884,3.655,3.739,3.601,10.995,0.000,0.000,0.000,0.000,3.655,3.739,3.601,10.995,6.758,6.656,6.704,20.118,15.884,0.000,0.000,15.884
@,11/06/18,14:00:00,225.0,225.1,225.9,389.3,390.5,391.1,50.00,50.00,50.00,1.375,1.014,1.314,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.309,0.235,0.297,0.841,0.626,1.000,-0.448,0.382,8.7,24.3,359.3,1.2,0.3,5.422,5.217,5.321,15.960,0.000,0.000,0.000,0.000,5.422,5.217,5.321,15.960,3.672,3.757,3.618,11.047,0.000,0.000,0.000,0.000,3.672,3.757,3.618,11.047,6.791,6.688,6.736,20.215,15.960,0.000,0.000,15.960
@,11/06/18,14:01:00,225.0,225.0,225.9,389.1,390.5,391.0,49.98,49.98,49.98,1.367,1.049,1.282,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.309,0.239,0.297,0.845,0.621,1.000,-0.442,0.380,4.9,17.1,348.6,1.2,0.3,5.425,5.218,5.323,15.966,0.000,0.000,0.000,0.000,5.425,5.218,5.323,15.966,3.672,3.757,3.618,11.047,0.000,0.000,0.000,0.000,3.672,3.757,3.618,11.047,6.796,6.692,6.741,20.229,15.966,0.000,0.000,15.966
@,11/06/18,14:02:00,224.6,224.6,225.4,388.3,389.5,390.4,50.00,50.00,50.00,1.367,1.033,1.307,0.000,0.000,0.000,0.190,0.000,0.128,0.317,0.000,0.000,0.000,0.000,0.309,0.239,0.297,0.845,0.622,1.000,-0.444,0.376,8.0,0.9,10.3,1.2,0.3,5.428,5.220,5.326,15.974,0.000,0.000,0.000,0.000,5.428,5.220,5.326,15.974,3.672,3.757,3.618,11.047,0.000,0.000,0.000,0.000,3.672,3.757,3.618,11.047,6.801,6.696,6.746,20.243,15.974,0.000,0.000,15.974
@,11/06/18,14:03:00,224.6,224.6,225.4,388.5,389.6,390.2,49.95,49.95,49.95,1.378,1.043,1.341,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.309,0.235,0.301,0.845,0.627,1.000,-0.445,0.380,4.6,8.6,340.3,1.3,0.3,5.431,5.221,5.328,15.980,0.000,0.000,0.000,0.000,5.431,5.221,5.328,15.980,3.672,3.757,3.618,11.047,0.000,0.000,0.000,0.000,3.672,3.757,3.618,11.047,6.806,6.700,6.751,20.257,15.980,0.000,0.000,15.980
@,11/06/18,14:04:00,225.1,225.1,225.9,389.3,390.6,390.9,50.00,50.00,50.00,1.387,1.048,1.347,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.309,0.235,0.301,0.845,0.622,1.000,-0.438,0.380,8.9,22.3,15.3,1.3,0.3,5.434,5.223,5.330,15.987,0.000,0.000,0.000,0.000,5.434,5.223,5.330,15.987,3.672,3.757,3.618,11.047,0.000,0.000,0.000,0.000,3.672,3.757,3.618,11.047,6.811,6.704,6.755,20.270,15.987,0.000,0.000,15.987
@,11/06/18,14:05:00,224.5,224.6,225.3,388.3,389.5,390.0,49.96,49.96,49.96,1.383,1.070,1.330,0.000,0.000,0.000,0.190,0.000,0.136,0.326,0.000,0.000,0.000,0.000,0.305,0.239,0.297,0.841,0.625,1.000,-0.458,0.387,5.4,350.1,3.2,1.3,0.3,5.438,5.224,5.332,15.994,0.000,0.000,0.000,0.000,5.438,5.224,5.332,15.994,3.672,3.757,3.618,11.047,0.000,0.000,0.000,0.000,3.672,3.757,3.618,11.047,6.816,6.708,6.760,20.284,15.994,0.000,0.000,15.994
@,11/06/18,14:06:00,223.7,223.9,224.5,386.9,388.5,388.6,49.99,49.99,49.99,13.729,13.786,13.595,0.000,0.000,0.000,2.536,2.511,2.519,7.565,1.713,1.770,1.692,5.174,3.071,3.084,3.047,9.202,0.826,0.816,0.826,0.822,32.5,33.7,32.8,13.7,7.6,5.472,5.259,5.367,16.098,0.000,0.000,0.000,0.000,5.472,5.259,5.367,16.098,3.697,3.782,3.642,11.121,0.000,0.000,0.000,0.000,3.697,3.782,3.642,11.121,6.859,6.751,6.803,20.413,16.096,0.000,0.000,16.096
@,11/06/18,14:07:00,223.5,223.7,224.5,386.6,388.1,388.5,49.96,49.95,49.96,13.632,13.676,13.485,0.000,0.000,0.000,2.503,2.486,2.495,7.484,1.709,1.758,1.684,5.150,3.043,3.056,3.027,9.125,0.823,0.815,0.825,0.820,33.9,32.7,30.8,13.6,7.5,5.514,5.300,5.409,16.223,0.000,0.000,0.000,0.000,5.514,5.300,5.409,16.223,3.726,3.811,3.670,11.207,0.000,0.000,0.000,0.000,3.726,3.811,3.670,11.207,6.911,6.802,6.854,20.567,16.222,0.000,0.000,16.222
@,11/06/18,14:08:00,223.4,223.7,224.4,386.6,387.9,388.4,50.00,50.01,50.01,13.891,13.957,13.754,0.000,0.000,0.000,2.573,2.560,2.564,7.697,1.709,1.762,1.696,5.166,3.100,3.121,3.088,9.309,0.830,0.821,0.833,0.827,32.1,32.0,32.5,13.9,7.7,5.557,5.342,5.451,16.350,0.000,0.000,0.000,0.000,5.557,5.342,5.451,16.350,3.754,3.841,3.699,11.294,0.000,0.000,0.000,0.000,3.754,3.841,3.699,11.294,6.962,6.853,6.905,20.720,16.350,0.000,0.000,16.350
@,11/06/18,14:09:00,222.9,223.2,223.9,385.9,387.0,387.4,49.96,49.96,49.96,13.580,13.617,13.458,0.000,0.000,0.000,2.494,2.478,2.490,7.462,1.692,1.741,1.671,5.104,3.026,3.034,3.014,9.074,0.824,0.817,0.827,0.822,33.3,33.7,32.1,13.6,7.5,5.599,5.385,5.493,16.477,0.000,0.000,0.000,0.000,5.599,5.385,5.493,16.477,3.783,3.870,3.727,11.380,0.000,0.000,0.000,0.000,3.783,3.870,3.727,11.380,7.013,6.905,6.955,20.873,16.477,0.000,0.000,16.477
@,11/06/18,14:10:00,223.6,223.8,224.6,387.0,388.2,388.8,49.98,49.98,49.98,1.364,1.085,1.322,0.000,0.000,0.000,0.186,0.099,0.132,0.416,0.000,0.000,0.000,0.000,0.301,0.239,0.293,0.833,0.623,-0.391,-0.456,0.500,8.8,329.4,24.3,1.3,0.4,5.630,5.415,5.523,16.568,0.000,0.000,0.000,0.000,5.630,5.415,5.523,16.568,3.803,3.891,3.747,11.441,0.000,0.000,0.000,0.000,3.803,3.891,3.747,11.441,7.050,6.942,6.993,20.985,16.568,0.000,0.000,16.568
@,11/06/18,14:11:00,223.9,224.1,224.9,387.5,388.9,389.1,49.98,49.97,49.97,1.360,1.088,1.291,0.000,0.000,0.000,0.190,0.000,0.132,0.322,0.000,0.000,0.000,0.000,0.305,0.239,0.293,0.837,0.620,1.000,-0.448,0.384,8.3,21.5,9.7,1.2,0.3,5.633,5.416,5.526,16.575,0.000,0.000,0.000,0.000,5.633,5.416,5.526,16.575,3.803,3.891,3.747,11.441,0.000,0.000,0.000,0.000,3.803,3.891,3.747,11.441,7.055,6.946,6.998,20.999,16.575,0.000,0.000,16.575
@,11/06/18,14:12:00,223.9,224.1,224.8,387.4,388.6,389.1,49.97,49.97,49.97,1.362,1.043,1.317,0.000,0.000,0.000,0.189,0.000,0.131,0.321,0.000,0.000,0.000,0.000,0.304,0.234,0.292,0.830,0.618,1.000,-0.440,0.386,5.6,342.5,347.1,1.2,0.3,5.636,5.418,5.528,16.582,0.000,0.000,0.000,0.000,5.636,5.418,5.528,16.582,3.803,3.891,3.747,11.441,0.000,0.000,0.000,0.000,3.803,3.891,3.747,11.441,7.060,6.950,7.003,21.013,16.582,0.000,0.000,16.582
@,11/06/18,14:13:00,224.4,224.7,225.4,388.3,389.7,390.2,50.00,50.00,50.00,1.360,1.027,1.351,0.000,0.000,0.000,0.186,0.000,0.136,0.322,0.000,0.000,0.000,0.000,0.305,0.231,0.301,0.837,0.622,1.000,-0.459,0.384,2.9,3.0,18.6,1.2,0.3,5.639,5.420,5.530,16.589,0.000,0.000,0.000,0.000,5.639,5.420,5.530,16.589,3.803,3.891,3.747,11.441,0.000,0.000,0.000,0.000,3.803,3.891,3.747,11.441,7.065,6.954,7.008,21.027,16.589,0.000,0.000,16.589
@,11/06/18,14:14:00,224.4,224.8,225.4,388.5,389.8,390.1,50.01,50.00,50.00,1.315,1.029,1.285,0.000,0.000,0.000,0.186,0.099,0.136,0.421,0.000,0.000,0.000,0.000,0.297,0.231,0.289,0.816,0.624,-0.413,-0.467,0.515,3.4,9.0,20.2,1.2,0.4,5.642,5.421,5.532,16.595,0.000,0.000,0.000,0.000,5.642,5.421,5.532,16.595,3.803,3.891,3.747,11.441,0.000,0.000,0.000,0.000,3.803,3.891,3.747,11.441,7.070,6.958,7.012,21.040,16.595,0.000,0.000,16.595
@,11/06/18,14:15:00,224.0,224.3,224.9,387.7,388.9,389.3,50.00,50.00,50.00,1.354,1.057,1.289,0.000,0.000,0.000,0.190,0.099,0.132,0.421,0.000,0.000,0.000,0.000,0.305,0.235,0.293,0.833,0.620,-0.418,-0.468,0.505,4.1,19.5,350.3,1.2,0.4,5.645,5.423,5.535,16.603,0.000,0.000,0.000,0.000,5.645,5.423,5.535,16.603,3.803,3.891,3.747,11.441,0.000,0.000,0.000,0.000,3.803,3.891,3.747,11.441,7.075,6.962,7.017,21.054,16.603,0.000,0.000,16.603
@,11/06/18,14:16:00,223.9,224.3,224.9,387.6,389.0,389.1,49.97,49.97,49.97,1.344,1.049,1.299,0.000,0.000,0.000,0.186,0.000,0.136,0.322,0.000,0.000,0.000,0.000,0.301,0.231,0.297,0.829,0.616,1.000,-0.455,0.388,4.1,20.9,1.2,1.2,0.3,5.648,5.425,5.537,16.610,0.000,0.000,0.000,0.000,5.648,5.425,5.537,16.610,3.803,3.891,3.747,11.441,0.000,0.000,0.000,0.000,3.803,3.891,3.747,11.441,7.080,6.966,7.022,21.068,16.610,0.000,0.000,16.610
@,11/06/18,14:17:00,223.5,224.0,224.6,387.1,388.5,388.5,49.98,49.98,49.98,13.238,13.317,13.130,0.000,0.000,0.000,2.412,2.395,2.404,7.211,1.704,1.753,1.687,5.145,2.964,2.981,2.948,8.893,0.815,0.806,0.816,0.811,34.9,34.2,33.7,13.2,7.2,5.661,5.436,5.549,16.646,0.000,0.000,0.000,0.000,5.661,5.436,5.549,16.646,3.811,3.899,3.755,11.465,0.000,0.000,0.000,0.000,3.811,3.899,3.755,11.465,7.098,6.982,7.039,21.119,16.646,0.000,0.000,16.646
@,11/06/18,14:18:00,222.9,223.3,224.0,385.9,387.3,387.6,49.96,49.95,49.94,13.456,13.498,13.320,0.000,0.000,0.000,2.462,2.445,2.454,7.361,1.692,1.741,1.675,5.109,2.998,3.010,2.986,8.994,0.821,0.814,0.821,0.818,33.0,33.1,32.7,13.4,7.4,5.702,5.477,5.590,16.769,0.000,0.000,0.000,0.000,5.702,5.477,5.590,16.769,3.840,3.929,3.784,11.553,0.000,0.000,0.000,0.000,3.840,3.929,3.784,11.553,7.148,7.033,7.089,21.270,16.769,0.000,0.000,16.769
@,11/06/18,14:19:00,223.1,223.6,224.2,386.2,387.9,387.8,49.99,50.00,49.99,13.573,13.647,13.459,0.000,0.000,0.000,2.494,2.486,2.486,7.466,1.700,1.753,1.687,5.141,3.022,3.047,3.014,9.083,0.824,0.814,0.824,0.822,34.7,34.0,31.8,13.6,7.5,5.743,5.518,5.631,16.892,0.000,0.000,0.000,0.000,5.743,5.518,5.631,16.892,3.869,3.958,3.812,11.639,0.000,0.000,0.000,0.000,3.869,3.958,3.812,11.639,7.198,7.083,7.139,21.420,16.892,0.000,0.000,16.892
@,11/06/18,14:20:00,222.9,223.6,224.3,386.2,387.8,387.7,49.98,49.97,49.98,13.410,13.491,13.320,0.000,0.000,0.000,2.445,2.457,2.445,7.348,1.694,1.735,1.685,5.114,2.983,3.016,2.983,8.982,0.820,0.812,0.822,0.818,32.8,34.0,32.6,13.4,7.3,5.785,5.559,5.672,17.016,0.000,0.000,0.000,0.000,5.785,5.559,5.672,17.016,3.897,3.988,3.841,11.726,0.000,0.000,0.000,0.000,3.897,3.988,3.841,11.726,7.248,7.133,7.189,21.570,17.016,0.000,0.000,17.016
@,11/06/18,14:21:00,223.4,223.7,224.4,386.8,387.8,388.4,49.96,49.96,49.96,13.453,13.468,13.315,0.000,0.000,0.000,2.462,2.445,2.454,7.361,1.705,1.750,1.675,5.130,3.002,3.010,2.986,8.998,0.822,0.811,0.821,0.818,34.5,33.2,32.5,13.4,7.4,5.825,5.600,5.713,17.138,0.000,0.000,0.000,0.000,5.825,5.600,5.713,17.138,3.926,4.017,3.869,11.812,0.000,0.000,0.000,0.000,3.926,4.017,3.869,11.812,7.298,7.184,7.238,21.720,17.138,0.000,0.000,17.138
@,11/06/18,14:22:00,223.7,224.1,224.7,387.3,388.6,388.9,49.97,49.98,49.99,13.548,13.596,13.421,0.000,0.000,0.000,2.490,2.469,2.482,7.442,1.713,1.757,1.692,5.162,3.030,3.043,3.010,9.083,0.822,0.813,0.823,0.819,33.8,33.9,32.3,13.5,7.4,5.867,5.641,5.754,17.262,0.000,0.000,0.000,0.000,5.867,5.641,5.754,17.262,3.954,4.047,3.898,11.899,0.000,0.000,0.000,0.000,3.954,4.047,3.898,11.899,7.348,7.234,7.289,21.871,17.262,0.000,0.000,17.262
@,11/06/18,14:23:00,224.2,224.5,225.2,388.1,389.3,389.7,49.95,49.95,49.95,1.344,1.020,1.293,0.000,0.000,0.000,0.186,0.000,0.136,0.322,0.000,0.000,0.000,0.000,0.301,0.231,0.285,0.816,0.628,1.000,-0.460,0.394,5.3,17.2,13.8,1.2,0.3,5.875,5.648,5.762,17.285,0.000,0.000,0.000,0.000,5.875,5.648,5.762,17.285,3.958,4.051,3.902,11.911,0.000,0.000,0.000,0.000,3.958,4.051,3.902,11.911,7.360,7.245,7.300,21.905,17.285,0.000,0.000,17.285
@,11/06/18,14:24:00,224.3,224.7,225.3,388.2,389.6,390.1,50.00,50.00,50.00,1.329,1.027,1.279,0.000,0.000,0.000,0.186,0.000,0.136,0.322,0.000,0.000,0.000,0.000,0.301,0.231,0.289,0.821,0.622,1.000,-0.477,0.392,12.0,21.0,16.4,1.2,0.3,5.879,5.650,5.764,17.293,0.000,0.000,0.000,0.000,5.879,5.650,5.764,17.293,3.958,4.051,3.902,11.911,0.000,0.000,0.000,0.000,3.958,4.051,3.902,11.911,7.365,7.249,7.304,21.918,17.293,0.000,0.000,17.293
@,11/06/18,14:25:00,223.3,225.0,225.6,387.7,390.1,389.2,49.95,49.95,49.95,1.337,1.111,1.329,0.000,0.000,0.000,0.186,0.099,0.132,0.416,0.000,0.000,0.000,0.000,0.297,0.243,0.301,0.841,0.617,-0.416,-0.442,0.495,9.4,10.5,23.6,1.3,0.4,5.882,5.651,5.766,17.299,0.000,0.000,0.000,0.000,5.882,5.651,5.766,17.299,3.958,4.051,3.902,11.911,0.000,0.000,0.000,0.000,3.958,4.051,3.902,11.911,7.370,7.253,7.309,21.932,17.299,0.000,0.000,17.299
@,11/06/18,14:26:00,223.0,224.8,225.4,387.6,389.3,388.9,49.97,49.98,49.97,1.348,1.062,1.336,0.000,0.000,0.000,0.190,0.099,0.132,0.421,0.000,0.000,0.000,0.000,0.297,0.239,0.297,0.833,0.632,-0.418,-0.440,0.505,4.2,21.8,19.0,1.2,0.4,5.885,5.653,5.768,17.306,0.000,0.000,0.000,0.000,5.885,5.653,5.768,17.306,3.958,4.051,3.902,11.911,0.000,0.000,0.000,0.000,3.958,4.051,3.902,11.911,7.375,7.257,7.314,21.946,17.306,0.000,0.000,17.306
@,11/06/18,14:27:00,222.6,224.2,224.9,386.4,388.9,387.9,49.96,49.97,49.96,1.335,1.034,1.279,0.000,0.000,0.000,0.186,0.099,0.132,0.416,0.000,0.000,0.000,0.000,0.297,0.239,0.289,0.825,0.634,-0.423,-0.451,0.505,7.9,6.4,351.8,1.2,0.4,5.888,5.655,5.770,17.313,0.000,0.000,0.000,0.000,5.888,5.655,5.770,17.313,3.958,4.051,3.902,11.911,0.000,0.000,0.000,0.000,3.958,4.051,3.902,11.911,7.380,7.261,7.319,21.960,17.313,0.000,0.000,17.313
@,11/06/18,14:28:00,223.7,224.1,224.7,387.2,388.6,389.0,50.00,50.00,50.00,1.350,1.086,1.288,0.000,0.000,0.000,0.186,0.099,0.132,0.416,0.000,0.000,0.000,0.000,0.301,0.243,0.284,0.829,0.629,-0.401,-0.475,0.502,4.9,20.3,8.0,1.2,0.4,5.891,5.656,5.773,17.320,0.000,0.000,0.000,0.000,5.891,5.656,5.773,17.320,3.958,4.051,3.902,11.911,0.000,0.000,0.000,0.000,3.958,4.051,3.902,11.911,7.384,7.265,7.324,21.973,17.320,0.000,0.000,17.320
@,11/06/18,14:29:00,222.2,224.0,224.6,386.2,387.9,387.5,49.99,49.98,49.98,1.344,1.016,1.383,0.000,0.000,0.000,0.190,0.099,0.140,0.429,0.000,0.000,0.000,0.000,0.301,0.235,0.301,0.837,0.630,-0.409,-0.462,0.512,9.0,11.5,354.4,1.2,0.4,5.894,5.658,5.775,17.327,0.000,0.000,0.000,0.000,5.894,5.658,5.775,17.327,3.958,4.051,3.902,11.911,0.000,0.000,0.000,0.000,3.958,4.051,3.902,11.911,7.389,7.269,7.329,21.987,17.327,0.000,0.000,17.327
@,11/06/18,14:30:00,222.4,224.2,224.8,386.2,388.7,387.9,49.96,49.97,49.97,1.330,1.046,1.358,0.000,0.000,0.000,0.181,0.099,0.136,0.416,0.000,0.000,0.000,0.000,0.297,0.239,0.305,0.841,0.626,-0.417,-0.452,0.495,7.7,1.3,16.6,1.2,0.4,5.897,5.659,5.777,17.333,0.000,0.000,0.000,0.000,5.897,5.659,5.777,17.333,3.958,4.051,3.902,11.911,0.000,0.000,0.000,0.000,3.958,4.051,3.902,11.911,7.394,7.272,7.334,22.000,17.333,0.000,0.000,17.333
@,11/06/18,14:31:00,223.8,224.2,224.9,387.4,388.9,389.1,49.99,50.00,49.99,13.408,13.429,13.288,0.000,0.000,0.000,2.445,2.428,2.437,7.310,1.717,1.766,1.700,5.182,2.997,3.014,2.981,8.992,0.815,0.806,0.818,0.813,33.6,34.0,33.4,13.4,7.3,5.922,5.683,5.801,17.406,0.000,0.000,0.000,0.000,5.922,5.683,5.801,17.406,3.976,4.069,3.919,11.964,0.000,0.000,0.000,0.000,3.976,4.069,3.919,11.964,7.426,7.304,7.365,22.095,17.406,0.000,0.000,17.406
@,11/06/18,14:32:00,224.0,224.9,225.5,387.9,390.1,389.8,50.03,50.03,50.04,13.598,13.689,13.521,0.000,0.000,0.000,2.491,2.519,2.491,7.501,1.717,1.770,1.725,5.212,3.039,3.088,3.043,9.171,0.821,0.819,0.817,0.818,34.0,33.1,33.4,13.6,7.5,5.963,5.725,5.843,17.531,0.000,0.000,0.000,0.000,5.963,5.725,5.843,17.531,4.005,4.098,3.948,12.051,0.000,0.000,0.000,0.000,4.005,4.098,3.948,12.051,7.476,7.354,7.415,22.245,17.531,0.000,0.000,17.531
@,11/06/18,14:33:00,224.1,224.6,225.2,388.2,389.0,389.9,50.00,50.00,50.00,13.513,13.574,13.418,0.000,0.000,0.000,2.470,2.482,2.466,7.418,1.713,1.762,1.708,5.183,3.014,3.047,3.019,9.080,0.821,0.820,0.817,0.817,33.3,34.1,32.8,13.5,7.4,6.004,5.766,5.884,17.654,0.000,0.000,0.000,0.000,6.004,5.766,5.884,17.654,4.034,4.128,3.977,12.139,0.000,0.000,0.000,0.000,4.034,4.128,3.977,12.139,7.527,7.405,7.466,22.398,17.654,0.000,0.000,17.654
@,11/06/18,14:34:00,223.9,224.4,225.0,387.6,389.1,389.3,50.04,50.04,50.05,13.450,13.492,13.364,0.000,0.000,0.000,2.462,2.453,2.466,7.381,1.713,1.754,1.696,5.163,3.010,3.027,3.002,9.039,0.820,0.811,0.819,0.817,33.8,35.3,32.8,13.4,7.4,6.046,5.807,5.925,17.778,0.000,0.000,0.000,0.000,6.046,5.807,5.925,17.778,4.063,4.158,4.005,12.226,0.000,0.000,0.000,0.000,4.063,4.158,4.005,12.226,7.577,7.456,7.516,22.549,17.778,0.000,0.000,17.778
@,11/06/18,14:35:00,224.4,224.7,225.4,388.6,389.5,390.3,49.99,50.00,49.99,13.465,13.557,13.411,0.000,0.000,0.000,2.462,2.470,2.470,7.402,1.725,1.762,1.717,5.204,3.010,3.043,3.019,9.072,0.816,0.810,0.819,0.816,33.6,34.9,32.9,13.5,7.4,6.087,5.849,5.967,17.903,0.000,0.000,0.000,0.000,6.087,5.849,5.967,17.903,4.091,4.187,4.034,12.312,0.000,0.000,0.000,0.000,4.091,4.187,4.034,12.312,7.628,7.507,7.567,22.702,17.903,0.000,0.000,17.903
@,11/06/18,14:36:00,224.1,225.2,225.9,389.1,390.0,390.3,50.04,50.04,50.05,1.351,1.024,1.335,0.000,0.000,0.000,0.190,0.000,0.140,0.330,0.000,0.000,0.000,0.000,0.305,0.231,0.301,0.837,0.610,1.000,-0.459,0.394,21.2,20.1,14.5,1.2,0.3,6.114,5.875,5.993,17.982,0.000,0.000,0.000,0.000,6.114,5.875,5.993,17.982,4.109,4.205,4.052,12.366,0.000,0.000,0.000,0.000,4.109,4.205,4.052,12.366,7.660,7.540,7.599,22.799,17.982,0.000,0.000,17.982
@,11/06/18,14:37:00,224.9,225.3,226.0,389.2,390.7,391.3,49.98,49.99,49.99,1.368,1.011,1.345,0.000,0.000,0.000,0.190,0.000,0.136,0.326,0.000,0.000,0.000,0.000,0.309,0.227,0.301,0.837,0.618,1.000,-0.449,0.389,9.8,1.9,334.5,1.2,0.3,6.117,5.876,5.995,17.988,0.000,0.000,0.000,0.000,6.117,5.876,5.995,17.988,4.109,4.205,4.052,12.366,0.000,0.000,0.000,0.000,4.109,4.205,4.052,12.366,7.665,7.544,7.604,22.813,17.988,0.000,0.000,17.988
